price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,furnishingstatus,locality
4382000,4950,4,1,2,yes,no,no,no,yes,0,semi-furnished,azimpur
4375000,3900,3,1,2,yes,no,no,no,no,0,unfurnished,mohakhali
4340000,4500,3,2,3,yes,no,no,yes,no,1,furnished,azimpur
4340000,1905,5,1,2,no,no,yes,no,no,0,semi-furnished,banasree
4340000,4075,3,1,1,yes,yes,yes,no,no,2,semi-furnished,mohakhali
4340000,3500,4,1,2,yes,no,no,no,no,2,furnished,mohakhali
4340000,6450,4,1,2,yes,no,no,no,no,0,semi-furnished,paltan
4319000,4032,2,1,1,yes,no,yes,no,no,0,furnished,azimpur
4305000,4400,2,1,1,yes,no,no,no,no,1,semi-furnished,mohakhali
4305000,10360,2,1,1,yes,no,no,no,no,1,semi-furnished,gulshan
4277000,3400,3,1,2,yes,no,yes,no,no,2,semi-furnished,banani
4270000,6360,2,1,1,yes,no,no,no,no,0,furnished,banasree
4270000,6360,2,1,2,yes,no,no,no,no,0,unfurnished,banasree
4270000,4500,2,1,1,yes,no,no,no,yes,2,furnished,banasree
4270000,2175,3,1,2,no,yes,yes,no,yes,0,unfurnished,banasree
4270000,4360,4,1,2,yes,no,no,no,no,0,furnished,mohakhali
4270000,7770,2,1,1,yes,no,no,no,no,1,furnished,paltan
4235000,6650,3,1,2,yes,yes,no,no,no,0,semi-furnished,paltan
4235000,2787,3,1,1,yes,no,yes,no,no,0,furnished,bashundhara
4200000,5500,3,1,2,yes,no,no,no,yes,0,unfurnished,mohakhali
4200000,5040,3,1,2,yes,no,yes,no,yes,0,unfurnished,azimpur
4200000,5850,2,1,1,yes,yes,yes,no,no,2,semi-furnished,banasree
4200000,2610,4,3,2,no,no,no,no,no,0,semi-furnished,banasree
4200000,2953,3,1,2,yes,no,yes,no,yes,0,unfurnished,banasree
4200000,2747,4,2,2,no,no,no,no,no,0,semi-furnished,azimpur
4200000,4410,2,1,1,no,no,no,no,no,1,unfurnished,mohakhali
4200000,4000,4,2,2,no,no,no,no,no,0,semi-furnished,banasree
4200000,2325,3,1,2,no,no,no,no,no,0,semi-furnished,mohakhali
4200000,4600,3,2,2,yes,no,no,no,yes,1,semi-furnished,mohakhali
4200000,3640,3,2,2,yes,no,yes,no,no,0,unfurnished,banasree
4200000,5800,3,1,1,yes,no,no,yes,no,2,semi-furnished,paltan
4200000,7000,3,1,1,yes,no,no,no,no,3,furnished,paltan
4200000,4079,3,1,3,yes,no,no,no,no,0,semi-furnished,mohakhali
4200000,3520,3,1,2,yes,no,no,no,no,0,semi-furnished,banani
4200000,2145,3,1,3,yes,no,no,no,no,1,unfurnished,gulshan
4200000,4500,3,1,1,yes,no,yes,no,no,0,furnished,azimpur
4193000,8250,3,1,1,yes,no,yes,no,no,3,semi-furnished,azimpur
4193000,3450,3,1,2,yes,no,no,no,no,1,semi-furnished,azimpur
4165000,4840,3,1,2,yes,no,no,no,no,1,semi-furnished,paltan
4165000,4080,3,1,2,yes,no,no,no,no,2,semi-furnished,mohakhali
4165000,4046,3,1,2,yes,no,yes,no,no,1,semi-furnished,paltan
4130000,4632,4,1,2,yes,no,no,no,yes,0,semi-furnished,azimpur
4130000,5985,3,1,1,yes,no,yes,no,no,0,semi-furnished,paltan
4123000,6060,2,1,1,yes,no,yes,no,no,1,semi-furnished,mohakhali
4098500,3600,3,1,1,yes,no,yes,no,yes,0,furnished,gulshan
4095000,3680,3,2,2,yes,no,no,no,no,0,semi-furnished,mohakhali
4095000,4040,2,1,2,yes,no,no,no,no,1,semi-furnished,paltan
4095000,5600,2,1,1,yes,no,no,no,yes,0,semi-furnished,azimpur
4060000,5900,4,2,2,no,no,yes,no,no,1,unfurnished,banasree
4060000,4992,3,2,2,yes,no,no,no,no,2,unfurnished,banasree
4060000,4340,3,1,1,yes,no,no,no,no,0,semi-furnished,mohakhali
4060000,3000,4,1,3,yes,no,yes,no,yes,2,semi-furnished,mohakhali
4060000,4320,3,1,2,yes,no,no,no,no,2,furnished,gulshan
4025000,3630,3,2,2,yes,no,no,yes,no,2,semi-furnished,paltan
4025000,3460,3,2,1,yes,no,yes,no,yes,1,furnished,azimpur
4025000,5400,3,1,1,yes,no,no,no,no,3,semi-furnished,paltan
4007500,4500,3,1,2,no,no,yes,no,yes,0,semi-furnished,paltan
4007500,3460,4,1,2,yes,no,no,no,yes,0,semi-furnished,azimpur
3990000,4100,4,1,1,no,no,yes,no,no,0,unfurnished,banasree
3990000,6480,3,1,2,no,no,no,no,yes,1,semi-furnished,mohakhali
3990000,4500,3,2,2,no,no,yes,no,yes,0,semi-furnished,mohakhali
3990000,3960,3,1,2,yes,no,no,no,no,0,furnished,paltan
3990000,4050,2,1,2,yes,yes,yes,no,no,0,unfurnished,bashundhara
3920000,7260,3,2,1,yes,yes,yes,no,no,3,furnished,azimpur
3920000,5500,4,1,2,yes,yes,yes,no,no,0,semi-furnished,paltan
3920000,3000,3,1,2,yes,no,no,no,no,0,semi-furnished,banasree
3920000,3290,2,1,1,yes,no,no,yes,no,1,furnished,azimpur
3920000,3816,2,1,1,yes,no,yes,no,yes,2,furnished,mohakhali
3920000,8080,3,1,1,yes,no,no,no,yes,2,semi-furnished,banasree
3920000,2145,4,2,1,yes,no,yes,no,no,0,unfurnished,bashundhara
3885000,3780,2,1,2,yes,yes,yes,no,no,0,semi-furnished,banasree
3885000,3180,4,2,2,yes,no,no,no,no,0,furnished,mohakhali
3850000,5300,5,2,2,yes,no,no,no,no,0,semi-furnished,azimpur
3850000,3180,2,2,1,yes,no,yes,no,no,2,semi-furnished,azimpur
3850000,7152,3,1,2,yes,no,no,no,yes,0,furnished,azimpur
3850000,4080,2,1,1,yes,no,no,no,no,0,semi-furnished,paltan
3850000,3850,2,1,1,yes,no,no,no,no,0,semi-furnished,banasree
3850000,2015,3,1,2,yes,no,yes,no,no,0,semi-furnished,banani
3850000,2176,2,1,2,yes,yes,no,no,no,0,semi-furnished,bashundhara
3836000,3350,3,1,2,yes,no,no,no,no,0,unfurnished,mohakhali
3815000,3150,2,2,1,no,no,yes,no,no,0,semi-furnished,azimpur
3780000,4820,3,1,2,yes,no,no,no,no,0,semi-furnished,paltan
3780000,3420,2,1,2,yes,no,no,yes,no,1,semi-furnished,paltan
3780000,3600,2,1,1,yes,no,no,no,no,0,semi-furnished,banasree
3780000,5830,2,1,1,yes,no,no,no,no,2,unfurnished,mohakhali
3780000,2856,3,1,3,yes,no,no,no,no,0,furnished,gulshan
3780000,8400,2,1,1,yes,no,no,no,no,1,furnished,paltan
3773000,8250,3,1,1,yes,no,no,no,no,2,furnished,banasree
3773000,2520,5,2,1,no,no,yes,no,yes,1,furnished,mohakhali
3773000,6930,4,1,2,no,no,no,no,no,1,furnished,paltan
3745000,3480,2,1,1,yes,no,no,no,no,0,semi-furnished,banani
3710000,3600,3,1,1,yes,no,no,no,no,1,unfurnished,banasree
3710000,4040,2,1,1,yes,no,no,no,no,0,semi-furnished,paltan
3710000,6020,3,1,1,yes,no,no,no,no,0,semi-furnished,banasree
3710000,4050,2,1,1,yes,no,no,no,no,0,furnished,banasree
3710000,3584,2,1,1,yes,no,no,yes,no,0,semi-furnished,azimpur
3703000,3120,3,1,2,no,no,yes,yes,no,0,semi-furnished,mohakhali
3703000,5450,2,1,1,yes,no,no,no,no,0,furnished,banasree
3675000,3630,2,1,1,yes,no,yes,no,no,0,furnished,mohakhali
3675000,3630,2,1,1,yes,no,no,no,yes,0,unfurnished,banasree
3675000,5640,2,1,1,no,no,no,no,no,0,semi-furnished,paltan
3675000,3600,2,1,1,yes,no,no,no,no,0,furnished,banasree
3640000,4280,2,1,1,yes,no,no,no,yes,2,semi-furnished,paltan
3640000,3570,3,1,2,yes,no,yes,no,no,0,semi-furnished,mohakhali
3640000,3180,3,1,2,no,no,yes,no,no,0,semi-furnished,mohakhali
3640000,3000,2,1,2,yes,no,no,no,yes,0,furnished,banasree
3640000,3520,2,2,1,yes,no,yes,no,no,0,semi-furnished,azimpur
3640000,5960,3,1,2,yes,yes,yes,no,no,0,unfurnished,banasree
3640000,4130,3,2,2,yes,no,no,no,no,2,semi-furnished,banasree
3640000,2850,3,2,2,no,no,yes,no,no,0,unfurnished,gulshan
3640000,2275,3,1,3,yes,no,no,yes,yes,0,semi-furnished,gulshan
3633000,3520,3,1,1,yes,no,no,no,no,2,unfurnished,banani
3605000,4500,2,1,1,yes,no,no,no,no,0,semi-furnished,banasree
3605000,4000,2,1,1,yes,no,no,no,no,0,semi-furnished,banani
3570000,3150,3,1,2,yes,no,yes,no,no,0,furnished,paltan
3570000,4500,4,2,2,yes,no,yes,no,no,2,furnished,banasree
3570000,4500,2,1,1,no,no,no,no,no,0,furnished,azimpur
3570000,3640,2,1,1,yes,no,no,no,no,0,unfurnished,mohakhali
3535000,3850,3,1,1,yes,no,no,no,no,2,unfurnished,mohakhali
3500000,4240,3,1,2,yes,no,no,no,yes,0,semi-furnished,paltan
3500000,3650,3,1,2,yes,no,no,no,no,0,unfurnished,paltan
3500000,4600,4,1,2,yes,no,no,no,no,0,semi-furnished,mohakhali
3500000,2135,3,2,2,no,no,no,no,no,0,unfurnished,banasree
3500000,3036,3,1,2,yes,no,yes,no,no,0,semi-furnished,mohakhali
3500000,3990,3,1,2,yes,no,no,no,no,0,semi-furnished,mohakhali
3500000,7424,3,1,1,no,no,no,no,no,0,unfurnished,mohakhali
3500000,3480,3,1,1,no,no,no,no,yes,0,unfurnished,banasree
3500000,3600,6,1,2,yes,no,no,no,no,1,unfurnished,mohakhali
3500000,3640,2,1,1,yes,no,no,no,no,1,semi-furnished,banasree
3500000,5900,2,1,1,yes,no,no,no,no,1,furnished,mohakhali
3500000,3120,3,1,2,yes,no,no,no,no,1,unfurnished,banasree
3500000,7350,2,1,1,yes,no,no,no,no,1,semi-furnished,paltan
3500000,3512,2,1,1,yes,no,no,no,no,1,unfurnished,bashundhara
3500000,9500,3,1,2,yes,no,no,no,no,3,unfurnished,dhanmondi
3500000,5880,2,1,1,yes,no,no,no,no,0,unfurnished,paltan
3500000,12944,3,1,1,yes,no,no,no,no,0,unfurnished,banasree
3493000,4900,3,1,2,no,no,no,no,no,0,unfurnished,mohakhali
3465000,3060,3,1,1,yes,no,no,no,no,0,unfurnished,azimpur
3465000,5320,2,1,1,yes,no,no,no,no,1,unfurnished,dhanmondi
3465000,2145,3,1,3,yes,no,no,no,no,0,furnished,banani
3430000,4000,2,1,1,yes,no,no,no,no,0,unfurnished,banasree
3430000,3185,2,1,1,yes,no,no,no,no,2,unfurnished,azimpur
3430000,3850,3,1,1,yes,no,no,no,no,0,unfurnished,azimpur
3430000,2145,3,1,3,yes,no,no,no,no,0,furnished,banani
3430000,2610,3,1,2,yes,no,yes,no,no,0,unfurnished,bashundhara
3430000,1950,3,2,2,yes,no,yes,no,no,0,unfurnished,bashundhara
3423000,4040,2,1,1,yes,no,no,no,no,0,unfurnished,azimpur
3395000,4785,3,1,2,yes,yes,yes,no,yes,1,furnished,azimpur
3395000,3450,3,1,1,yes,no,yes,no,no,2,unfurnished,paltan
3395000,3640,2,1,1,yes,no,no,no,no,0,furnished,azimpur
3360000,3500,4,1,2,yes,no,no,no,yes,2,unfurnished,mohakhali
3360000,4960,4,1,3,no,no,no,no,no,0,semi-furnished,paltan
3360000,4120,2,1,2,yes,no,no,no,no,0,unfurnished,mohakhali
3360000,4750,2,1,1,yes,no,no,no,no,0,unfurnished,mohakhali
3360000,3720,2,1,1,no,no,no,no,yes,0,unfurnished,banasree
3360000,3750,3,1,1,yes,no,no,no,no,0,unfurnished,banasree
3360000,3100,3,1,2,no,no,yes,no,no,0,semi-furnished,banasree
3360000,3185,2,1,1,yes,no,yes,no,no,2,furnished,paltan
3353000,2700,3,1,1,no,no,no,no,no,0,furnished,paltan
3332000,2145,3,1,2,yes,no,yes,no,no,0,furnished,gulshan
3325000,4040,2,1,1,yes,no,no,no,no,1,unfurnished,azimpur
3325000,4775,4,1,2,yes,no,no,no,no,0,unfurnished,azimpur
3290000,2500,2,1,1,no,no,no,no,yes,0,unfurnished,banasree
3290000,3180,4,1,2,yes,no,yes,no,yes,0,unfurnished,azimpur
3290000,6060,3,1,1,yes,yes,yes,no,no,0,furnished,mohakhali
3290000,3480,4,1,2,no,no,no,no,no,1,semi-furnished,banasree
3290000,3792,4,1,2,yes,no,no,no,no,0,semi-furnished,paltan
3290000,4040,2,1,1,yes,no,no,no,no,0,unfurnished,paltan
3290000,2145,3,1,2,yes,no,yes,no,no,0,furnished,banani
3290000,5880,3,1,1,yes,no,no,no,no,1,unfurnished,mohakhali
3255000,4500,2,1,1,no,no,no,no,no,0,semi-furnished,paltan
3255000,3930,2,1,1,no,no,no,no,no,0,unfurnished,banasree
3234000,3640,4,1,2,yes,no,yes,no,no,0,unfurnished,mohakhali
3220000,4370,3,1,2,yes,no,no,no,no,0,unfurnished,paltan
3220000,2684,2,1,1,yes,no,no,no,yes,1,unfurnished,azimpur
3220000,4320,3,1,1,no,no,no,no,no,1,unfurnished,banasree
3220000,3120,3,1,2,no,no,no,no,no,0,furnished,mohakhali
3150000,3450,1,1,1,yes,no,no,no,no,0,furnished,paltan
3150000,3986,2,2,1,no,yes,yes,no,no,1,unfurnished,mohakhali
3150000,3500,2,1,1,no,no,yes,no,no,0,semi-furnished,paltan
3150000,4095,2,1,1,yes,no,no,no,no,2,semi-furnished,azimpur
3150000,1650,3,1,2,no,no,yes,no,no,0,unfurnished,azimpur
3150000,3450,3,1,2,yes,no,yes,no,no,0,semi-furnished,banasree
3150000,6750,2,1,1,yes,no,no,no,no,0,semi-furnished,azimpur
3150000,9000,3,1,2,yes,no,no,no,no,2,semi-furnished,mohakhali
3150000,3069,2,1,1,yes,no,no,no,no,1,unfurnished,mohakhali
3143000,4500,3,1,2,yes,no,no,no,yes,0,unfurnished,mohakhali
3129000,5495,3,1,1,yes,no,yes,no,no,0,unfurnished,azimpur
3118850,2398,3,1,1,yes,no,no,no,no,0,semi-furnished,bashundhara
3115000,3000,3,1,1,no,no,no,no,yes,0,unfurnished,mohakhali
3115000,3850,3,1,2,yes,no,no,no,no,0,unfurnished,mohakhali
3115000,3500,2,1,1,yes,no,no,no,no,0,unfurnished,mohakhali
3087000,8100,2,1,1,yes,no,no,no,no,1,unfurnished,banasree
3080000,4960,2,1,1,yes,no,yes,no,yes,0,unfurnished,mohakhali
3080000,2160,3,1,2,no,no,yes,no,no,0,semi-furnished,azimpur
3080000,3090,2,1,1,yes,yes,yes,no,no,0,unfurnished,banasree
3080000,4500,2,1,2,yes,no,no,yes,no,1,semi-furnished,paltan
3045000,3800,2,1,1,yes,no,no,no,no,0,unfurnished,mohakhali
3010000,3090,3,1,2,no,no,no,no,no,0,semi-furnished,paltan
3010000,3240,3,1,2,yes,no,no,no,no,2,semi-furnished,azimpur
3010000,2835,2,1,1,yes,no,no,no,no,0,semi-furnished,mohakhali
3010000,4600,2,1,1,yes,no,no,no,no,0,furnished,banasree
3010000,5076,3,1,1,no,no,no,no,no,0,unfurnished,mohakhali
3010000,3750,3,1,2,yes,no,no,no,no,0,unfurnished,mohakhali
3010000,3630,4,1,2,yes,no,no,no,no,3,semi-furnished,mohakhali
3003000,8050,2,1,1,yes,no,no,no,no,0,unfurnished,mohakhali
2975000,4352,4,1,2,no,no,no,no,no,1,unfurnished,azimpur
2961000,3000,2,1,2,yes,no,no,no,no,0,semi-furnished,mohakhali
2940000,5850,3,1,2,yes,no,yes,no,no,1,unfurnished,azimpur
2940000,4960,2,1,1,yes,no,no,no,no,0,unfurnished,banasree
2940000,3600,3,1,2,no,no,no,no,no,1,unfurnished,mohakhali
2940000,3660,4,1,2,no,no,no,no,no,0,unfurnished,paltan
2940000,3480,3,1,2,no,no,no,no,no,1,semi-furnished,mohakhali
2940000,2700,2,1,1,no,no,no,no,no,0,furnished,mohakhali
2940000,3150,3,1,2,no,no,no,no,no,0,unfurnished,paltan
2940000,6615,3,1,2,yes,no,no,no,no,0,semi-furnished,mohakhali
2870000,3040,2,1,1,no,no,no,no,no,0,unfurnished,paltan
2870000,3630,2,1,1,yes,no,no,no,no,0,unfurnished,mohakhali
2870000,6000,2,1,1,yes,no,no,no,no,0,semi-furnished,mohakhali
2870000,5400,4,1,2,yes,no,no,no,no,0,unfurnished,paltan
2852500,5200,4,1,3,yes,no,no,no,no,0,unfurnished,mohakhali
2835000,3300,3,1,2,no,no,no,no,no,1,semi-furnished,mohakhali
2835000,4350,3,1,2,no,no,no,yes,no,1,unfurnished,paltan
2835000,2640,2,1,1,no,no,no,no,no,1,furnished,azimpur
2800000,2650,3,1,2,yes,no,yes,no,no,1,unfurnished,mohakhali
2800000,3960,3,1,1,yes,no,no,no,no,0,furnished,azimpur
2730000,6800,2,1,1,yes,no,no,no,no,0,unfurnished,paltan
2730000,4000,3,1,2,yes,no,no,no,no,1,unfurnished,paltan
2695000,4000,2,1,1,yes,no,no,no,no,0,unfurnished,paltan
2660000,3934,2,1,1,yes,no,no,no,no,0,unfurnished,banasree
2660000,2000,2,1,2,yes,no,no,no,no,0,semi-furnished,banasree
2660000,3630,3,3,2,no,yes,no,no,no,0,unfurnished,banasree
2660000,2800,3,1,1,yes,no,no,no,no,0,unfurnished,banasree
2660000,2430,3,1,1,no,no,no,no,no,0,unfurnished,mohakhali
2660000,3480,2,1,1,yes,no,no,no,no,1,semi-furnished,azimpur
2660000,4000,3,1,1,yes,no,no,no,no,0,semi-furnished,banasree
2653000,3185,2,1,1,yes,no,no,no,yes,0,unfurnished,mohakhali
2653000,4000,3,1,2,yes,no,no,no,yes,0,unfurnished,azimpur
2604000,2910,2,1,1,no,no,no,no,no,0,unfurnished,mohakhali
2590000,3600,2,1,1,yes,no,no,no,no,0,unfurnished,banasree
2590000,4400,2,1,1,yes,no,no,no,no,0,unfurnished,mohakhali
2590000,3600,2,2,2,yes,no,yes,no,no,1,furnished,paltan
2520000,2880,3,1,1,no,no,no,no,no,0,unfurnished,paltan
2520000,3180,3,1,1,no,no,no,no,no,0,unfurnished,azimpur
2520000,3000,2,1,2,yes,no,no,no,no,0,furnished,azimpur
2485000,4400,3,1,2,yes,no,no,no,no,0,unfurnished,mohakhali
2485000,3000,3,1,2,no,no,no,no,no,0,semi-furnished,azimpur
2450000,3210,3,1,2,yes,no,yes,no,no,0,unfurnished,banasree
2450000,3240,2,1,1,no,yes,no,no,no,1,unfurnished,paltan
2450000,3000,2,1,1,yes,no,no,no,no,1,unfurnished,mohakhali
2450000,3500,2,1,1,yes,yes,no,no,no,0,unfurnished,banasree
2450000,4840,2,1,2,yes,no,no,no,no,0,unfurnished,paltan
2450000,7700,2,1,1,yes,no,no,no,no,0,unfurnished,azimpur
2408000,3635,2,1,1,no,no,no,no,no,0,unfurnished,azimpur
2380000,2475,3,1,2,yes,no,no,no,no,0,furnished,azimpur
2380000,2787,4,2,2,yes,no,no,no,no,0,furnished,mohakhali
2380000,3264,2,1,1,yes,no,no,no,no,0,unfurnished,mohakhali
2345000,3640,2,1,1,yes,no,no,no,no,0,unfurnished,azimpur
2310000,3180,2,1,1,yes,no,no,no,no,0,unfurnished,banasree
2275000,1836,2,1,1,no,no,yes,no,no,0,semi-furnished,mohakhali
2275000,3970,1,1,1,no,no,no,no,no,0,unfurnished,paltan
2275000,3970,3,1,2,yes,no,yes,no,no,0,unfurnished,paltan
2240000,1950,3,1,1,no,no,no,yes,no,0,unfurnished,azimpur
2233000,5300,3,1,1,no,no,no,no,yes,0,unfurnished,gulshan
2135000,3000,2,1,1,no,no,no,no,no,0,unfurnished,paltan
2100000,2400,3,1,2,yes,no,no,no,no,0,unfurnished,paltan
2100000,3000,4,1,2,yes,no,no,no,no,0,unfurnished,mohakhali
2100000,3360,2,1,1,yes,no,no,no,no,1,unfurnished,banasree
1960000,3420,5,1,2,no,no,no,no,no,0,unfurnished,mohakhali
1890000,1700,3,1,2,yes,no,no,no,no,0,unfurnished,mohakhali
1890000,3649,2,1,1,yes,no,no,no,no,0,unfurnished,paltan
1855000,2990,2,1,1,no,no,no,no,no,1,unfurnished,paltan
1820000,3000,2,1,1,yes,no,yes,no,no,2,unfurnished,mohakhali
1767150,2400,3,1,1,no,no,no,no,no,0,semi-furnished,azimpur
1750000,3620,2,1,1,yes,no,no,no,no,0,unfurnished,mohakhali
1750000,2910,3,1,1,no,no,no,no,no,0,furnished,azimpur
1750000,3850,3,1,2,yes,no,no,no,no,0,unfurnished,banasree
